Eichner,Legrand,Default
12.667822,5.732291,6.027784
12.669201,5.733463,6.028766
12.670271,5.734371,6.029527
12.671553,5.73546,6.030439
12.674853,5.738264,6.032788
12.676218,5.739423,6.03376
12.680292,5.742886,6.03666
12.690013,5.751151,6.043581
12.691771,5.752646,6.044833
12.692015,5.752854,6.045007
12.694625,5.755074,6.046866
12.696061,5.756295,6.047889
12.696537,5.756701,6.048228
12.697566,5.757576,6.048961
12.698631,5.758483,6.04972
12.698989,5.758787,6.049975
12.699324,5.759072,6.050214
12.700423,5.760008,6.050997
12.701582,5.760995,6.051823
12.703216,5.762385,6.052987
12.706223,5.764945,6.055129
12.706292,5.765004,6.055179
12.708872,5.767201,6.057017
12.708944,5.767263,6.057069
12.713665,5.771284,6.060434
12.714762,5.772218,6.061215
12.71514,5.77254,6.061485
12.715852,5.773147,6.061992
12.717861,5.774859,6.063425
12.718473,5.77538,6.063861
12.721191,5.777697,6.065799
12.723421,5.779597,6.067389
12.724961,5.78091,6.068487
12.724982,5.780928,6.068502
12.725164,5.781084,6.068632
12.725769,5.781599,6.069063
12.728697,5.784096,6.071152
12.733457,5.788156,6.074547
12.73805,5.792075,6.077824
12.739883,5.793639,6.079132
12.74063,5.794277,6.079665
12.742497,5.79587,6.080997
12.742743,5.79608,6.081173
12.742996,5.796296,6.081354
12.745846,5.798729,6.083387
12.748945,5.801375,6.085599
12.751036,5.803162,6.087092
12.751708,5.803735,6.087572
12.751912,5.803909,6.087717
12.753798,5.805521,6.089064
12.754577,5.806186,6.08962
12.755565,5.80703,6.090325
12.757622,5.808788,6.091794
12.758787,5.809783,6.092626
12.759791,5.810641,6.093343
12.761768,5.812331,6.094755
12.767769,5.817461,6.099041
12.768609,5.818179,6.099641
12.769509,5.818949,6.100284
12.770262,5.819593,6.100822
12.774232,5.822989,6.103659
12.787102,5.834003,6.112856
12.791027,5.837365,6.115663
12.793085,5.839128,6.117134
12.794664,5.84048,6.118263
12.795602,5.841284,6.118934
12.80161,5.846432,6.123231
12.802198,5.846935,6.123651
12.803292,5.847873,6.124434
12.807186,5.851212,6.127219
12.807481,5.851464,6.12743
12.813549,5.856668,6.131772
12.81799,5.860479,6.134951
12.821634,5.863605,6.137559
12.825733,5.867124,6.140493
12.828181,5.869226,6.142246
12.830331,5.871072,6.143785
12.831771,5.872308,6.144816
12.832061,5.872557,6.145024
12.83331,5.87363,6.145918
12.834825,5.874931,6.147003
12.835225,5.875275,6.14729
12.837849,5.87753,6.14917
12.838147,5.877786,6.149383
12.838307,5.877923,6.149497
12.842663,5.881667,6.152618
12.843384,5.882286,6.153135
12.848974,5.887092,6.15714
12.851009,5.888841,6.158598
12.851145,5.888959,6.158695
12.852102,5.889782,6.159381
12.852782,5.890367,6.159869
12.854275,5.891651,6.160939
12.855685,5.892864,6.161949
12.856703,5.893739,6.162679
12.859215,5.895901,6.16448
12.859297,5.895971,6.164538
12.859663,5.896286,6.164801
12.861312,5.897705,6.165983
12.864817,5.900722,6.168496
12.869054,5.90437,6.171534
12.870317,5.905457,6.17244
12.874544,5.909097,6.175472
12.874568,5.909118,6.175489
12.875981,5.910335,6.176502
12.882816,5.916225,6.181406
12.883628,5.916924,6.181989
12.883959,5.91721,6.182226
12.88544,5.918486,6.183289
12.890842,5.923143,6.187165
12.890851,5.923151,6.187172
12.893817,5.925709,6.189301
12.897492,5.928879,6.191939
12.898476,5.929728,6.192646
12.899718,5.930799,6.193537
12.900975,5.931884,6.19444
12.905906,5.936139,6.19798
12.909997,5.939672,6.200919
12.911039,5.940571,6.201667
12.911273,5.940774,6.201836
12.911404,5.940887,6.20193
12.912417,5.941761,6.202657
12.913565,5.942753,6.203482
12.918177,5.946736,6.206795
12.92091,5.949098,6.208759
12.92318,5.951059,6.21039
12.923595,5.951418,6.210689
12.926709,5.954109,6.212926
12.926875,5.954253,6.213045
12.92817,5.955372,6.213976
12.935018,5.961294,6.218899
12.939259,5.964962,6.221948
12.940904,5.966386,6.223132
12.941239,5.966675,6.223372
12.951463,5.975525,6.230726
12.951776,5.975796,6.230951
12.954546,5.978195,6.232944
12.955002,5.97859,6.233272
12.956555,5.979934,6.234389
12.956934,5.980263,6.234663
12.960896,5.983695,6.237514
12.961987,5.98464,6.238298
12.966276,5.988357,6.241385
12.967598,5.989503,6.242337
12.970758,5.992243,6.244612
12.971526,5.992909,6.245165
12.97188,5.993216,6.24542
12.973989,5.995044,6.246938
12.974097,5.995137,6.247016
12.975371,5.996243,6.247933
12.979518,5.99984,6.25092
12.980672,6.000841,6.251751
12.987008,6.006339,6.256314
12.988734,6.007838,6.257558
12.990222,6.009129,6.25863
12.993433,6.011916,6.260943
12.997032,6.015042,6.263537
13.001156,6.018625,6.26651
13.003119,6.02033,6.267924
13.008934,6.025383,6.272116
13.012806,6.02875,6.274909
13.014979,6.030639,6.276475
13.016269,6.031761,6.277406
13.017048,6.032439,6.277967
13.01736,6.03271,6.278192
13.026015,6.040239,6.284435
13.028097,6.042052,6.285938
13.030525,6.044165,6.287689
13.031595,6.045096,6.288461
13.035487,6.048485,6.291271
13.036875,6.049693,6.292272
13.036924,6.049737,6.292308
13.037952,6.050631,6.293049
13.042686,6.054755,6.296467
13.042876,6.054921,6.296604
13.046974,6.058491,6.299562
13.047657,6.059087,6.300056
13.04852,6.059839,6.300679
13.050426,6.0615,6.302055
13.050928,6.061937,6.302417
13.053831,6.064468,6.304514
13.054268,6.06485,6.30483
13.054806,6.065318,6.305218
13.056865,6.067114,6.306705
13.057151,6.067363,6.306912
13.058952,6.068934,6.308213
13.061965,6.071562,6.310389
13.064748,6.073989,6.3124
13.068495,6.07726,6.315108
13.068947,6.077654,6.315434
13.069332,6.07799,6.315712
13.069615,6.078237,6.315917
13.070597,6.079094,6.316627
13.07193,6.080258,6.31759
13.072393,6.080662,6.317925
13.074123,6.082172,6.319175
13.076094,6.083893,6.320599
13.076199,6.083985,6.320675
13.078623,6.086101,6.322428
13.083608,6.090455,6.326031
13.085746,6.092324,6.327578
13.086914,6.093344,6.328422
13.087344,6.09372,6.328733
13.089222,6.095361,6.330091
13.089878,6.095934,6.330565
13.092018,6.097804,6.332113
13.095492,6.100841,6.334626
13.096234,6.10149,6.335162
13.096559,6.101774,6.335398
13.096944,6.102111,6.335676
13.097702,6.102774,6.336225
13.104156,6.108418,6.340894
13.107563,6.111399,6.34336
13.108695,6.11239,6.344179
13.110929,6.114345,6.345796
13.112625,6.11583,6.347024
13.114169,6.117181,6.348141
13.118023,6.120555,6.350931
13.11822,6.120727,6.351073
13.119674,6.122001,6.352126
13.120274,6.122526,6.35256
13.121691,6.123767,6.353586
13.124194,6.12596,6.355399
13.129889,6.13095,6.359524
13.131518,6.132377,6.360703
13.131855,6.132672,6.360947
13.132505,6.133242,6.361418
13.134512,6.135001,6.362872
13.137688,6.137786,6.365173
13.142665,6.142149,6.368779
13.143285,6.142693,6.369228
13.143365,6.142764,6.369287
13.144511,6.143769,6.370117
13.145814,6.144912,6.371061
13.15036,6.148901,6.374356
13.158269,6.155842,6.38009
13.161305,6.158508,6.382291
13.164106,6.160968,6.384323
13.164446,6.161267,6.384569
13.164527,6.161338,6.384628
13.165348,6.162059,6.385223
13.165439,6.162139,6.38529
13.168477,6.164808,6.387493
13.170344,6.166449,6.388847
13.170847,6.16689,6.389212
13.17265,6.168475,6.39052
13.173682,6.169381,6.391269
13.179386,6.174395,6.395407
13.180421,6.175306,6.396159
13.180653,6.17551,6.396327
13.184713,6.17908,6.399274
13.188476,6.18239,6.402005
13.189924,6.183664,6.403056
13.190821,6.184454,6.403707
13.194745,6.187907,6.406556
13.199832,6.192384,6.41025
13.199942,6.192481,6.410329
13.199966,6.192502,6.410347
13.200004,6.192536,6.410375
13.201145,6.19354,6.411203
13.206479,6.198237,6.415077
13.209725,6.201097,6.417435
13.210521,6.201798,6.418014
13.213013,6.203994,6.419824
13.219816,6.20999,6.424768
13.220855,6.210905,6.425523
13.222524,6.212377,6.426736
13.224129,6.213792,6.427902
13.224373,6.214007,6.428079
13.225306,6.21483,6.428758
13.229841,6.21883,6.432054
13.233875,6.22239,6.434988
13.239412,6.227276,6.439014
13.240376,6.228127,6.439716
13.242127,6.229673,6.440989
13.245187,6.232375,6.443215
13.248593,6.235383,6.445692
13.25096,6.237473,6.447415
13.253309,6.239549,6.449124
13.254123,6.240268,6.449716
13.260184,6.245625,6.454128
13.261572,6.246851,6.455138
13.26232,6.247512,6.455682
13.264881,6.249777,6.457546
13.27234,6.256374,6.462977
13.2741,6.257931,6.464259
13.278138,6.261504,6.467199
13.279644,6.262837,6.468296
13.282828,6.265655,6.470616
13.285875,6.268353,6.472836
13.290075,6.272072,6.475895
13.293064,6.27472,6.478074
13.293684,6.275269,6.478526
13.293728,6.275308,6.478558
13.294094,6.275632,6.478824
13.300781,6.281557,6.483698
13.30109,6.281831,6.483923
13.306219,6.286378,6.487663
13.306717,6.28682,6.488026
13.307597,6.2876,6.488667
13.310362,6.290052,6.490684
13.312562,6.292003,6.492288
13.312651,6.292082,6.492353
13.314733,6.293928,6.493871
13.315999,6.295052,6.494795
13.318037,6.29686,6.496281
13.323781,6.301958,6.500471
13.325506,6.303489,6.50173
13.330065,6.307537,6.505056
13.330342,6.307782,6.505258
13.330902,6.30828,6.505667
13.333687,6.310754,6.5077
13.335486,6.312352,6.509013
13.336344,6.313114,6.509639
13.337795,6.314403,6.510698
13.339004,6.315477,6.511581
13.340027,6.316386,6.512328
13.340841,6.317109,6.512922
13.343517,6.319488,6.514875
13.343619,6.319579,6.51495
13.345064,6.320863,6.516005
13.347291,6.322842,6.517631
13.350378,6.325587,6.519886
13.353646,6.328494,6.522273
13.359833,6.333997,6.526791
13.360694,6.334763,6.527421
13.360768,6.334829,6.527475
13.360916,6.334961,6.527583
13.370406,6.343407,6.534517
13.376052,6.348435,6.538644
13.376233,6.348597,6.538777
13.376549,6.348878,6.539007
13.378081,6.350243,6.540127
13.379131,6.351179,6.540895
13.379514,6.351519,6.541175
13.381649,6.353422,6.542736
13.382352,6.354048,6.543249
13.384706,6.356146,6.544971
13.386237,6.35751,6.54609
13.386256,6.357527,6.546105
13.389339,6.360276,6.548359
13.389435,6.360361,6.54843
13.390754,6.361537,6.549394
13.393269,6.363779,6.551233
13.394495,6.364873,6.552131
13.394811,6.365155,6.552362
13.394892,6.365227,6.552421
13.397005,6.367111,6.553967
13.404068,6.373412,6.559134
13.404771,6.374039,6.559648
13.415257,6.3834,6.567324
13.417439,6.385349,6.568921
13.418388,6.386197,6.569616
13.418565,6.386355,6.569745
13.420444,6.388032,6.571121
13.421223,6.388729,6.571692
13.42237,6.389753,6.572531
13.422417,6.389795,6.572566
13.424794,6.391919,6.574306
13.427447,6.39429,6.576249
13.431126,6.397578,6.578943
13.433988,6.400136,6.58104
13.435041,6.401078,6.581812
13.440012,6.405524,6.585454
13.445808,6.410709,6.589701
13.447765,6.41246,6.591135
13.448513,6.41313,6.591684
13.451826,6.416094,6.594112
13.452798,6.416965,6.594824
13.454971,6.41891,6.596418
13.467324,6.429974,6.605476
13.468137,6.430702,6.606072
13.468674,6.431184,6.606466
13.473068,6.435122,6.609689
13.484647,6.445505,6.618185
13.494384,6.454242,6.625333
13.501329,6.460478,6.630433
13.502972,6.461952,6.631639
13.505003,6.463776,6.633131
13.510072,6.468331,6.636855
13.513411,6.471331,6.639307
13.514665,6.472458,6.640229
13.515329,6.473055,6.640717
13.517807,6.475282,6.642537
13.518646,6.476037,6.643154
13.519649,6.476938,6.643891
13.52285,6.479816,6.646243
13.523079,6.480023,6.646412
13.523701,6.480581,6.646869
13.524469,6.481273,6.647434
13.526158,6.482791,6.648675
13.528195,6.484624,6.650172
13.528721,6.485097,6.650559
13.529285,6.485605,6.650974
13.529588,6.485877,6.651196
13.530589,6.486777,6.651932
13.532573,6.488563,6.65339
13.533121,6.489056,6.653794
13.543045,6.497989,6.661092
13.543217,6.498144,6.661218
13.54377,6.498642,6.661625
13.543879,6.49874,6.661705
13.545442,6.500148,6.662854
13.549003,6.503355,6.665474
13.554987,6.508746,6.669876
13.556884,6.510456,6.671273
13.556934,6.510501,6.671309
13.558429,6.511848,6.67241
13.563454,6.516379,6.676108
13.565501,6.518224,6.677614
13.56983,6.522128,6.680802
13.569866,6.522161,6.680828
13.57896,6.530366,6.687525
13.579142,6.53053,6.687658
13.580838,6.532061,6.688907
13.582346,6.533422,6.690018
13.583708,6.534652,6.691021
13.584818,6.535654,6.691839
13.58545,6.536224,6.692304
13.590343,6.540643,6.695909
13.592107,6.542237,6.697209
13.601427,6.550657,6.704077
13.602399,6.551536,6.704794
13.605066,6.553947,6.70676
13.611021,6.559331,6.711149
13.613545,6.561614,6.713011
13.61463,6.562596,6.713811
13.62004,6.567491,6.717801
13.620301,6.567727,6.717993
13.62427,6.571319,6.720921
13.6253,6.572251,6.721681
13.626905,6.573704,6.722865
13.628573,6.575215,6.724096
13.630173,6.576664,6.725276
13.63143,6.577802,6.726204
13.635842,6.581798,6.729459
13.638473,6.584181,6.731401
13.638581,6.584279,6.731481
13.649678,6.594337,6.739673
13.650616,6.595187,6.740365
13.650907,6.59545,6.74058
13.65144,6.595934,6.740974
13.652445,6.596846,6.741716
13.653009,6.597357,6.742132
13.653191,6.597522,6.742267
13.65383,6.598101,6.742739
13.661258,6.60484,6.748225
13.663379,6.606764,6.749792
13.664132,6.607447,6.750347
13.665096,6.608322,6.75106
13.666482,6.60958,6.752084
13.667721,6.610705,6.752999
13.672213,6.614782,6.756318
13.674193,6.61658,6.757781
13.684227,6.625695,6.765198
13.685308,6.626678,6.765998
13.689381,6.630379,6.769009
13.695807,6.636221,6.773761
13.696032,6.636426,6.773927
13.698209,6.638406,6.775538
13.698241,6.638434,6.775561
13.70415,6.64381,6.779932
13.709382,6.648571,6.783804
13.709833,6.648981,6.784137
13.710998,6.650042,6.784999
13.714615,6.653335,6.787676
13.714741,6.653449,6.787769
13.718026,6.65644,6.790201
13.720288,6.6585,6.791875
13.723992,6.661874,6.794617
13.724749,6.662564,6.795178
13.726179,6.663866,6.796236
13.729953,6.667306,6.799031
13.734334,6.671298,6.802275
13.736494,6.673268,6.803875
13.739122,6.675664,6.805822
13.739132,6.675673,6.805829
13.741139,6.677503,6.807316
13.744026,6.680136,6.809455
13.745897,6.681843,6.810841
13.745941,6.681883,6.810874
13.750414,6.685964,6.814188
13.750791,6.686308,6.814467
13.752591,6.687951,6.815802
13.755171,6.690306,6.817714
13.755939,6.691006,6.818283
13.756552,6.691566,6.818737
13.757191,6.69215,6.819211
13.758029,6.692915,6.819832
13.758993,6.693795,6.820547
13.762008,6.696548,6.822782
13.763758,6.698146,6.824079
13.765293,6.699548,6.825217
13.771467,6.705189,6.829796
13.774084,6.70758,6.831737
13.775282,6.708675,6.832625
13.776211,6.709523,6.833314
13.776242,6.709552,6.833337
13.776294,6.7096,6.833376
13.778554,6.711665,6.835052
13.778615,6.711721,6.835097
13.779026,6.712097,6.835402
13.783551,6.716234,6.838759
13.788874,6.721102,6.842709
13.793924,6.725722,6.846457
13.796187,6.727794,6.848137
13.79938,6.730716,6.850507
13.799487,6.730814,6.850586
13.800157,6.731427,6.851083
13.801488,6.732646,6.852072
13.806392,6.737136,6.855713
13.808197,6.738789,6.857053
13.808482,6.73905,6.857265
13.810336,6.740748,6.858642
13.81106,6.741411,6.85918
13.816998,6.746852,6.86359
13.818054,6.747819,6.864374
13.820476,6.750039,6.866173
13.823818,6.753103,6.868657
13.825976,6.755081,6.87026
13.82757,6.756543,6.871445
13.831636,6.760272,6.874466
13.834335,6.762748,6.876472
13.838999,6.767027,6.879939
13.845344,6.772851,6.884657
13.846455,6.773871,6.885483
13.84856,6.775803,6.887048
13.850437,6.777527,6.888444
13.854421,6.781187,6.891408
13.855511,6.782187,6.892218
13.855918,6.782561,6.892521
13.85821,6.784667,6.894226
13.8601,6.786403,6.895632
13.860861,6.787103,6.896198
13.861182,6.787398,6.896437
13.862021,6.788169,6.897061
13.865016,6.790922,6.89929
13.86601,6.791836,6.90003
13.867912,6.793584,6.901445
13.868813,6.794412,6.902115
13.874632,6.799763,6.906446
13.87507,6.800166,6.906772
13.875269,6.800349,6.90692
13.87811,6.802962,6.909035
13.88034,6.805014,6.910696
13.889907,6.813819,6.917819
13.892172,6.815905,6.919507
13.901344,6.824352,6.926339
13.9016,6.824588,6.92653
13.903549,6.826384,6.927983
13.90406,6.826855,6.928363
13.905578,6.828254,6.929495
13.906589,6.829185,6.930248
13.907977,6.830464,6.931282
13.909385,6.831762,6.932331
13.910329,6.832632,6.933035
13.916725,6.838529,6.937803
13.917449,6.839197,6.938342
13.919377,6.840975,6.93978
13.920125,6.841664,6.940337
13.920362,6.841883,6.940514
13.924769,6.845949,6.9438
13.926377,6.847433,6.944999
13.92955,6.850361,6.947365
13.930008,6.850784,6.947707
13.930195,6.850956,6.947847
13.934698,6.855113,6.951205
13.935092,6.855477,6.951499
13.938786,6.858888,6.954255
13.940362,6.860343,6.955431
13.944168,6.863859,6.958271
13.953109,6.872121,6.964944
13.957641,6.87631,6.968327
13.960039,6.878527,6.970117
13.960391,6.878853,6.97038
13.963304,6.881547,6.972555
13.968745,6.886579,6.976618
13.972329,6.889896,6.979295
13.972868,6.890395,6.979698
13.973359,6.890849,6.980065
13.981454,6.898342,6.986112
13.982383,6.899203,6.986807
13.982478,6.899291,6.986878
13.984018,6.900717,6.988029
13.984475,6.90114,6.98837
13.987221,6.903684,6.990422
13.989396,6.905699,6.992048
13.989658,6.905941,6.992244
13.99195,6.908064,6.993956
13.992767,6.908821,6.994567
13.99529,6.911159,6.996453
14.00425,6.919465,7.003152
14.004587,6.919778,7.003405
14.005449,6.920577,7.004049
14.00579,6.920894,7.004305
14.011775,6.926445,7.00878
14.012838,6.927431,7.009576
14.014112,6.928613,7.010529
14.036467,6.94937,7.027259
14.040651,6.953258,7.030391
14.04551,6.957774,7.034029
14.047688,6.959799,7.035661
14.049247,6.961249,7.036828
14.049961,6.961912,7.037363
14.0527,6.964459,7.039415
14.058016,6.969404,7.043397
14.058171,6.969549,7.043513
14.059785,6.971051,7.044723
14.061437,6.972587,7.04596
14.06357,6.974573,7.047559
14.065335,6.976216,7.048882
14.06873,6.979376,7.051426
14.069402,6.980002,7.05193
14.070398,6.980929,7.052676
14.071063,6.981548,7.053175
14.073091,6.983436,7.054694
14.074639,6.984879,7.055855
14.077395,6.987445,7.057921
14.077423,6.987471,7.057942
14.08038,6.990226,7.060159
14.087294,6.996669,7.065344
14.088277,6.997585,7.066081
14.09379,7.002725,7.070217
14.094412,7.003305,7.070683
14.095797,7.004597,7.071722
14.097205,7.00591,7.072778
14.097272,7.005972,7.072829
14.097894,7.006552,7.073295
14.106522,7.014602,7.07977
14.110501,7.018316,7.082756
14.111173,7.018943,7.083261
14.115658,7.02313,7.086628
14.124825,7.031692,7.093511
14.126959,7.033686,7.095114
14.129328,7.0359,7.096893
14.135653,7.041812,7.101644
14.139937,7.045817,7.104863
14.143599,7.049242,7.107614
14.147287,7.052692,7.110386
14.147314,7.052717,7.110406
14.148109,7.053461,7.111004
14.150663,7.055851,7.112924
14.158223,7.062927,7.118607
14.158924,7.063583,7.119134
14.162782,7.067195,7.122035
14.165273,7.069528,7.123908
14.166214,7.07041,7.124616
14.167992,7.072076,7.125953
14.168253,7.07232,7.12615
14.169002,7.073021,7.126713
14.169958,7.073917,7.127432
14.173245,7.076996,7.129904
14.174281,7.077968,7.130684
14.176827,7.080353,7.132599
14.180864,7.084138,7.135637
14.181043,7.084306,7.135772
14.182784,7.085938,7.137081
14.182801,7.085954,7.137094
14.190231,7.092922,7.142686
14.192525,7.095074,7.144413
14.197424,7.099671,7.148101
14.206294,7.107997,7.15478
14.209392,7.110907,7.157114
14.210405,7.111858,7.157876
14.213384,7.114657,7.160121
14.215335,7.116489,7.16159
14.215571,7.116711,7.161768
14.215772,7.1169,7.161919
14.217918,7.118916,7.163536
14.219368,7.120279,7.164629
14.22285,7.123551,7.167252
14.223319,7.123992,7.167606
14.224951,7.125527,7.168836
14.225609,7.126145,7.169332
14.232454,7.132581,7.174491
14.234527,7.134531,7.176054
14.236449,7.136339,7.177503
14.246811,7.14609,7.185316
14.24983,7.148932,7.187593
14.250047,7.149136,7.187757
14.251271,7.150289,7.18868
14.255426,7.154202,7.191815
14.264078,7.162352,7.198343
14.266084,7.164243,7.199857
14.270415,7.168325,7.203125
14.270893,7.168776,7.203487
14.275195,7.172832,7.206734
14.280194,7.177546,7.210508
14.284464,7.181574,7.213732
14.287414,7.184358,7.21596
14.292227,7.188901,7.219596
14.292338,7.189006,7.21968
14.292889,7.189526,7.220096
14.294245,7.190806,7.22112
14.294486,7.191033,7.221302
14.29901,7.195305,7.22472
14.29925,7.195532,7.224901
14.30028,7.196505,7.22568
14.303085,7.199154,7.227799
14.303998,7.200016,7.228489
14.306069,7.201973,7.230054
14.306591,7.202466,7.230448
14.306674,7.202544,7.230511
14.308146,7.203935,7.231624
14.311412,7.207022,7.234093
14.311629,7.207226,7.234256
14.31357,7.209061,7.235723
14.318939,7.214137,7.239783
14.323114,7.218084,7.242939
14.324764,7.219645,7.244187
14.327681,7.222405,7.246393
14.329315,7.22395,7.247629
14.329779,7.224389,7.24798
14.331972,7.226465,7.249639
14.337342,7.231547,7.253702
14.341961,7.235919,7.257196
14.345792,7.239547,7.260095
14.348911,7.242501,7.262456
14.349783,7.243327,7.263116
14.365704,7.258416,7.275169
14.369293,7.26182,7.277887
14.36992,7.262414,7.278362
14.370908,7.263352,7.279111
14.373639,7.265943,7.28118
14.376628,7.268778,7.283444
14.377131,7.269256,7.283825
14.379298,7.271312,7.285467
14.3795,7.271504,7.28562
14.382226,7.274091,7.287685
14.388738,7.280273,7.29262
14.389615,7.281106,7.293285
14.389654,7.281143,7.293315
14.390309,7.281764,7.29381
14.396723,7.287857,7.298673
14.398258,7.289316,7.299837
14.399217,7.290226,7.300563
14.40432,7.295076,7.304433
14.406536,7.297182,7.306113
14.40754,7.298137,7.306875
14.410492,7.300943,7.309113
14.413365,7.303675,7.311293
14.413546,7.303847,7.31143
14.420669,7.310622,7.316834
14.425519,7.315237,7.320514
14.427663,7.317278,7.322141
14.428108,7.317701,7.322479
14.438739,7.327823,7.330548
14.441624,7.330571,7.332739
14.441911,7.330845,7.332957
14.442009,7.330938,7.333031
14.446155,7.334888,7.336179
14.451233,7.339728,7.340036
14.452728,7.341153,7.341172
14.454545,7.342885,7.342552
14.4657,7.353523,7.351027
14.469895,7.357526,7.354215
14.474853,7.362257,7.357983
14.476454,7.363786,7.359201
14.478762,7.36599,7.360956
14.47917,7.366379,7.361265
14.479622,7.36681,7.361609
14.480705,7.367845,7.362433
14.483764,7.370766,7.364759
14.486271,7.37316,7.366665
14.488619,7.375403,7.36845
14.48868,7.375461,7.368497
14.489591,7.376332,7.36919
14.490263,7.376974,7.369701
14.497976,7.384345,7.375568
14.50098,7.387216,7.377853
14.501835,7.388034,7.378504
14.50266,7.388822,7.379131
14.504845,7.390912,7.380794
14.506009,7.392025,7.381679
14.506171,7.39218,7.381803
14.508597,7.3945,7.383649
14.510126,7.395962,7.384813
14.520263,7.405662,7.392528
14.520945,7.406315,7.393048
14.522306,7.407618,7.394084
14.525611,7.410782,7.396601
14.526015,7.411169,7.396908
14.537217,7.421898,7.40544
14.538012,7.42266,7.406046
14.540517,7.42506,7.407954
14.5407,7.425235,7.408093
14.542649,7.427103,7.409578
14.544383,7.428765,7.410899
14.544576,7.428951,7.411047
14.544767,7.429134,7.411192
14.546377,7.430677,7.412419
14.548406,7.432622,7.413965
14.55353,7.437536,7.41787
14.560176,7.443911,7.422936
14.56593,7.449432,7.427323
14.569186,7.452558,7.429806
14.571628,7.454902,7.431668
14.574278,7.457447,7.43369
14.578113,7.46113,7.436615
14.580335,7.463264,7.43831
14.58504,7.467785,7.4419
14.586133,7.468834,7.442733
14.588344,7.47096,7.444421
14.591835,7.474315,7.447085
14.596062,7.478379,7.450311
14.596807,7.479095,7.45088
14.60672,7.48863,7.458448
14.608021,7.489882,7.459441
14.608685,7.490521,7.459948
14.609963,7.49175,7.460924
14.622263,7.503592,7.470319
14.624739,7.505977,7.472211
14.626439,7.507614,7.47351
14.630468,7.511496,7.476589
14.630654,7.511674,7.47673
14.635274,7.516126,7.480261
14.648846,7.529213,7.490637
14.649531,7.529873,7.49116
14.65192,7.532178,7.492987
14.657661,7.537718,7.497379
14.660026,7.54,7.499187
14.664862,7.544669,7.502887
14.669238,7.548895,7.506236
14.671805,7.551374,7.5082
14.671958,7.551522,7.508317
14.677496,7.556872,7.512555
14.686112,7.565199,7.519151
14.687029,7.566085,7.519853
14.69259,7.571462,7.524111
14.695604,7.574377,7.526419
14.696662,7.575401,7.52723
14.699549,7.578194,7.529441
14.700415,7.579031,7.530104
14.701113,7.579707,7.530639
14.701607,7.580185,7.531017
14.703984,7.582485,7.532838
14.707185,7.585584,7.535291
14.709553,7.587875,7.537104
14.710295,7.588594,7.537673
14.721474,7.59942,7.546241
14.721923,7.599855,7.546585
14.725525,7.603345,7.549346
14.727374,7.605137,7.550764
14.72911,7.606819,7.552095
14.73343,7.611007,7.555408
14.741628,7.618957,7.561695
14.746764,7.623939,7.565635
14.749791,7.626876,7.567957
14.750018,7.627096,7.568132
14.750198,7.627271,7.56827
14.752787,7.629783,7.570256
14.753107,7.630094,7.570502
14.756195,7.633091,7.572871
14.761753,7.638488,7.577137
14.762601,7.639312,7.577788
14.764091,7.640759,7.578932
14.768495,7.645037,7.582313
14.772014,7.648455,7.585015
14.775267,7.651616,7.587512
14.778287,7.654552,7.589831
14.779649,7.655876,7.590878
14.784388,7.660484,7.594518
14.791253,7.667161,7.599792
14.791347,7.667252,7.599864
14.792009,7.667896,7.600373
14.793312,7.669163,7.601374
14.793317,7.669168,7.601378
14.804436,7.67999,7.609923
14.805446,7.680973,7.610699
14.805534,7.681059,7.610767
14.80579,7.681308,7.610964
14.808314,7.683766,7.612904
14.812258,7.687607,7.615937
14.814736,7.69002,7.617842
14.816169,7.691417,7.618944
14.819994,7.695143,7.621885
14.820424,7.695563,7.622216
14.82193,7.69703,7.623374
14.822623,7.697705,7.623907
14.828008,7.702954,7.628049
14.828346,7.703284,7.628309
14.835598,7.710355,7.633889
14.835937,7.710686,7.634149
14.844235,7.718782,7.640536
14.846017,7.72052,7.641907
14.847311,7.721783,7.642903
14.85114,7.725521,7.645851
14.853454,7.72778,7.647633
14.853471,7.727797,7.647646
14.854171,7.72848,7.648184
14.855668,7.729942,7.649337
14.85788,7.732103,7.651041
14.861844,7.735974,7.654093
14.864051,7.738131,7.655793
14.867529,7.741529,7.658472
14.86792,7.741911,7.658773
14.868261,7.742244,7.659036
14.870658,7.744586,7.660882
14.870713,7.744641,7.660925
14.871521,7.74543,7.661547
14.873598,7.747461,7.663148
14.882936,7.756591,7.670343
14.882976,7.75663,7.670373
14.887602,7.761155,7.673939
14.887863,7.761411,7.67414
14.895192,7.768583,7.67979
14.896756,7.770114,7.680997
14.89766,7.770998,7.681693
14.900923,7.774193,7.684209
14.901852,7.775102,7.684926
14.917074,7.790014,7.696668
14.919856,7.792741,7.698814
14.922619,7.79545,7.700946
14.922619,7.79545,7.700947
14.923931,7.796736,7.701959
14.927869,7.800597,7.704998
14.930253,7.802935,7.706838
14.93613,7.8087,7.711375
14.936276,7.808844,7.711488
14.936622,7.809183,7.711755
14.938027,7.810562,7.71284
14.939239,7.811751,7.713776
14.940828,7.813311,7.715003
14.941604,7.814072,7.715602
14.943427,7.815861,7.717009
14.945864,7.818253,7.718892
14.958507,7.83067,7.728658
14.960085,7.832221,7.729877
14.979685,7.851489,7.745027
14.980691,7.852478,7.745804
14.986687,7.858377,7.750441
14.989499,7.861145,7.752616
